,Symbol,Code,Name,BeginDate,EndDate,Type,Exchange,MinTick,Multiplier,begindate,enddate
4045,S.CN.SZSE.003043,003043,华亚智能,2021-04-06,2200-01-01,STOCK,,,,2021-04-06,2200-01-01
4046,S.CN.SZSE.003816,003816,中国广核,2019-08-26,2200-01-01,STOCK,,,,2019-08-26,2200-01-01
4047,S.CN.SZSE.300001,300001,特锐德,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4048,S.CN.SZSE.300002,300002,神州泰岳,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4049,S.CN.SZSE.300003,300003,乐普医疗,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4050,S.CN.SZSE.300004,300004,南风股份,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4051,S.CN.SZSE.300005,300005,探路者,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4052,S.CN.SZSE.300006,300006,莱美药业,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4053,S.CN.SZSE.300007,300007,汉威科技,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4054,S.CN.SZSE.300008,300008,天海防务,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4055,S.CN.SZSE.300009,300009,安科生物,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4056,S.CN.SZSE.300010,300010,豆神教育,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4057,S.CN.SZSE.300011,300011,鼎汉技术,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4058,S.CN.SZSE.300012,300012,华测检测,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4059,S.CN.SZSE.300013,300013,新宁物流,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4060,S.CN.SZSE.300014,300014,亿纬锂能,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4061,S.CN.SZSE.300015,300015,爱尔眼科,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4062,S.CN.SZSE.300016,300016,北陆药业,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4063,S.CN.SZSE.300017,300017,网宿科技,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4064,S.CN.SZSE.300018,300018,中元股份,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4065,S.CN.SZSE.300019,300019,硅宝科技,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4066,S.CN.SZSE.300020,300020,银江技术,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4067,S.CN.SZSE.300021,300021,大禹节水,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4068,S.CN.SZSE.300022,300022,吉峰科技,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4070,S.CN.SZSE.300024,300024,机器人,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4071,S.CN.SZSE.300025,300025,华星创业,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4072,S.CN.SZSE.300026,300026,红日药业,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4073,S.CN.SZSE.300027,300027,华谊兄弟,2009-10-30,2200-01-01,STOCK,,,,2009-10-30,2200-01-01
4074,S.CN.SZSE.300028,300028,金亚退,2009-10-30,2020-08-03,STOCK,,,,2009-10-30,2020-08-03
4076,S.CN.SZSE.300030,300030,阳普医疗,2009-12-25,2200-01-01,STOCK,,,,2009-12-25,2200-01-01
4077,S.CN.SZSE.300031,300031,宝通科技,2009-12-25,2200-01-01,STOCK,,,,2009-12-25,2200-01-01
4078,S.CN.SZSE.300032,300032,金龙机电,2009-12-25,2200-01-01,STOCK,,,,2009-12-25,2200-01-01
4079,S.CN.SZSE.300033,300033,同花顺,2009-12-25,2200-01-01,STOCK,,,,2009-12-25,2200-01-01
4080,S.CN.SZSE.300034,300034,钢研高纳,2009-12-25,2200-01-01,STOCK,,,,2009-12-25,2200-01-01
4081,S.CN.SZSE.300035,300035,中科电气,2009-12-25,2200-01-01,STOCK,,,,2009-12-25,2200-01-01
4082,S.CN.SZSE.300036,300036,超图软件,2009-12-25,2200-01-01,STOCK,,,,2009-12-25,2200-01-01
4083,S.CN.SZSE.300037,300037,新宙邦,2010-01-08,2200-01-01,STOCK,,,,2010-01-08,2200-01-01
4085,S.CN.SZSE.300039,300039,上海凯宝,2010-01-08,2200-01-01,STOCK,,,,2010-01-08,2200-01-01
4086,S.CN.SZSE.300040,300040,九洲集团,2010-01-08,2200-01-01,STOCK,,,,2010-01-08,2200-01-01
4087,S.CN.SZSE.300041,300041,回天新材,2010-01-08,2200-01-01,STOCK,,,,2010-01-08,2200-01-01
4088,S.CN.SZSE.300042,300042,朗科科技,2010-01-08,2200-01-01,STOCK,,,,2010-01-08,2200-01-01
4089,S.CN.SZSE.300043,300043,星辉娱乐,2010-01-20,2200-01-01,STOCK,,,,2010-01-20,2200-01-01
4091,S.CN.SZSE.300045,300045,华力创通,2010-01-20,2200-01-01,STOCK,,,,2010-01-20,2200-01-01
4092,S.CN.SZSE.300046,300046,台基股份,2010-01-20,2200-01-01,STOCK,,,,2010-01-20,2200-01-01
4093,S.CN.SZSE.300047,300047,天源迪科,2010-01-20,2200-01-01,STOCK,,,,2010-01-20,2200-01-01
4094,S.CN.SZSE.300048,300048,合康新能,2010-01-20,2200-01-01,STOCK,,,,2010-01-20,2200-01-01
4095,S.CN.SZSE.300049,300049,福瑞股份,2010-01-20,2200-01-01,STOCK,,,,2010-01-20,2200-01-01
4096,S.CN.SZSE.300050,300050,世纪鼎利,2010-01-20,2200-01-01,STOCK,,,,2010-01-20,2200-01-01
4098,S.CN.SZSE.300052,300052,中青宝,2010-02-11,2200-01-01,STOCK,,,,2010-02-11,2200-01-01
4099,S.CN.SZSE.300053,300053,欧比特,2010-02-11,2200-01-01,STOCK,,,,2010-02-11,2200-01-01
4100,S.CN.SZSE.300054,300054,鼎龙股份,2010-02-11,2200-01-01,STOCK,,,,2010-02-11,2200-01-01
4101,S.CN.SZSE.300055,300055,万邦达,2010-02-26,2200-01-01,STOCK,,,,2010-02-26,2200-01-01
4102,S.CN.SZSE.300056,300056,中创环保,2010-02-26,2200-01-01,STOCK,,,,2010-02-26,2200-01-01
4103,S.CN.SZSE.300057,300057,万顺新材,2010-02-26,2200-01-01,STOCK,,,,2010-02-26,2200-01-01
4104,S.CN.SZSE.300058,300058,蓝色光标,2010-02-26,2200-01-01,STOCK,,,,2010-02-26,2200-01-01
4105,S.CN.SZSE.300059,300059,东方财富,2010-03-19,2200-01-01,STOCK,,,,2010-03-19,2200-01-01
4106,S.CN.SZSE.300061,300061,旗天科技,2010-03-19,2200-01-01,STOCK,,,,2010-03-19,2200-01-01
4107,S.CN.SZSE.300062,300062,中能电气,2010-03-19,2200-01-01,STOCK,,,,2010-03-19,2200-01-01
4108,S.CN.SZSE.300063,300063,天龙集团,2010-03-26,2200-01-01,STOCK,,,,2010-03-26,2200-01-01
4110,S.CN.SZSE.300065,300065,海兰信,2010-03-26,2200-01-01,STOCK,,,,2010-03-26,2200-01-01
4111,S.CN.SZSE.300066,300066,三川智慧,2010-03-26,2200-01-01,STOCK,,,,2010-03-26,2200-01-01
4112,S.CN.SZSE.300067,300067,安诺其,2010-04-21,2200-01-01,STOCK,,,,2010-04-21,2200-01-01
4113,S.CN.SZSE.300068,300068,南都电源,2010-04-21,2200-01-01,STOCK,,,,2010-04-21,2200-01-01
4114,S.CN.SZSE.300069,300069,金利华电,2010-04-21,2200-01-01,STOCK,,,,2010-04-21,2200-01-01
4115,S.CN.SZSE.300070,300070,碧水源,2010-04-21,2200-01-01,STOCK,,,,2010-04-21,2200-01-01
4117,S.CN.SZSE.300072,300072,三聚环保,2010-04-27,2200-01-01,STOCK,,,,2010-04-27,2200-01-01
4118,S.CN.SZSE.300073,300073,当升科技,2010-04-27,2200-01-01,STOCK,,,,2010-04-27,2200-01-01
4119,S.CN.SZSE.300074,300074,华平股份,2010-04-27,2200-01-01,STOCK,,,,2010-04-27,2200-01-01
4120,S.CN.SZSE.300075,300075,数字政通,2010-04-27,2200-01-01,STOCK,,,,2010-04-27,2200-01-01
4121,S.CN.SZSE.300076,300076,GQY视讯,2010-04-30,2200-01-01,STOCK,,,,2010-04-30,2200-01-01
4122,S.CN.SZSE.300077,300077,国民技术,2010-04-30,2200-01-01,STOCK,,,,2010-04-30,2200-01-01
4123,S.CN.SZSE.300078,300078,思创医惠,2010-04-30,2200-01-01,STOCK,,,,2010-04-30,2200-01-01
4124,S.CN.SZSE.300079,300079,数码视讯,2010-04-30,2200-01-01,STOCK,,,,2010-04-30,2200-01-01
4125,S.CN.SZSE.300080,300080,易成新能,2010-06-25,2200-01-01,STOCK,,,,2010-06-25,2200-01-01
4126,S.CN.SZSE.300081,300081,恒信东方,2010-05-20,2200-01-01,STOCK,,,,2010-05-20,2200-01-01
4127,S.CN.SZSE.300082,300082,奥克股份,2010-05-20,2200-01-01,STOCK,,,,2010-05-20,2200-01-01
4128,S.CN.SZSE.300083,300083,创世纪,2010-05-20,2200-01-01,STOCK,,,,2010-05-20,2200-01-01
4129,S.CN.SZSE.300084,300084,海默科技,2010-05-20,2200-01-01,STOCK,,,,2010-05-20,2200-01-01
4130,S.CN.SZSE.300085,300085,银之杰,2010-05-26,2200-01-01,STOCK,,,,2010-05-26,2200-01-01
4131,S.CN.SZSE.300086,300086,康芝药业,2010-05-26,2200-01-01,STOCK,,,,2010-05-26,2200-01-01
4132,S.CN.SZSE.300087,300087,荃银高科,2010-05-26,2200-01-01,STOCK,,,,2010-05-26,2200-01-01
4133,S.CN.SZSE.300088,300088,长信科技,2010-05-26,2200-01-01,STOCK,,,,2010-05-26,2200-01-01
4135,S.CN.SZSE.300090,300090,盛运退,2010-06-25,2020-08-25,STOCK,,,,2010-06-25,2020-08-25
4136,S.CN.SZSE.300091,300091,金通灵,2010-06-25,2200-01-01,STOCK,,,,2010-06-25,2200-01-01
4137,S.CN.SZSE.300092,300092,科新机电,2010-07-08,2200-01-01,STOCK,,,,2010-07-08,2200-01-01
4138,S.CN.SZSE.300093,300093,金刚玻璃,2010-07-08,2200-01-01,STOCK,,,,2010-07-08,2200-01-01
4139,S.CN.SZSE.300094,300094,国联水产,2010-07-08,2200-01-01,STOCK,,,,2010-07-08,2200-01-01
4140,S.CN.SZSE.300095,300095,华伍股份,2010-07-28,2200-01-01,STOCK,,,,2010-07-28,2200-01-01
4141,S.CN.SZSE.300096,300096,易联众,2010-07-28,2200-01-01,STOCK,,,,2010-07-28,2200-01-01
4142,S.CN.SZSE.300097,300097,智云股份,2010-07-28,2200-01-01,STOCK,,,,2010-07-28,2200-01-01
4143,S.CN.SZSE.300098,300098,高新兴,2010-07-28,2200-01-01,STOCK,,,,2010-07-28,2200-01-01
4144,S.CN.SZSE.300099,300099,精准信息,2010-08-06,2200-01-01,STOCK,,,,2010-08-06,2200-01-01
4145,S.CN.SZSE.300100,300100,双林股份,2010-08-06,2200-01-01,STOCK,,,,2010-08-06,2200-01-01
4146,S.CN.SZSE.300101,300101,振芯科技,2010-08-06,2200-01-01,STOCK,,,,2010-08-06,2200-01-01
4147,S.CN.SZSE.300102,300102,乾照光电,2010-08-12,2200-01-01,STOCK,,,,2010-08-12,2200-01-01
4148,S.CN.SZSE.300103,300103,达刚控股,2010-08-12,2200-01-01,STOCK,,,,2010-08-12,2200-01-01
4149,S.CN.SZSE.300104,300104,乐视退,2010-08-12,2020-07-21,STOCK,,,,2010-08-12,2020-07-21
4150,S.CN.SZSE.300105,300105,龙源技术,2010-08-20,2200-01-01,STOCK,,,,2010-08-20,2200-01-01
4151,S.CN.SZSE.300106,300106,西部牧业,2010-08-20,2200-01-01,STOCK,,,,2010-08-20,2200-01-01
4152,S.CN.SZSE.300107,300107,建新股份,2010-08-20,2200-01-01,STOCK,,,,2010-08-20,2200-01-01
4153,S.CN.SZSE.300108,300108,吉药控股,2010-08-25,2200-01-01,STOCK,,,,2010-08-25,2200-01-01
4154,S.CN.SZSE.300109,300109,新开源,2010-08-25,2200-01-01,STOCK,,,,2010-08-25,2200-01-01
4155,S.CN.SZSE.300110,300110,华仁药业,2010-08-25,2200-01-01,STOCK,,,,2010-08-25,2200-01-01
4156,S.CN.SZSE.300111,300111,向日葵,2010-08-27,2200-01-01,STOCK,,,,2010-08-27,2200-01-01
4157,S.CN.SZSE.300112,300112,万讯自控,2010-08-27,2200-01-01,STOCK,,,,2010-08-27,2200-01-01
4158,S.CN.SZSE.300113,300113,顺网科技,2010-08-27,2200-01-01,STOCK,,,,2010-08-27,2200-01-01
4159,S.CN.SZSE.300114,300114,中航电测,2010-08-27,2200-01-01,STOCK,,,,2010-08-27,2200-01-01
4160,S.CN.SZSE.300115,300115,长盈精密,2010-09-02,2200-01-01,STOCK,,,,2010-09-02,2200-01-01
4161,S.CN.SZSE.300116,300116,保力新,2010-09-02,2200-01-01,STOCK,,,,2010-09-02,2200-01-01
4162,S.CN.SZSE.300117,300117,嘉寓股份,2010-09-02,2200-01-01,STOCK,,,,2010-09-02,2200-01-01
4163,S.CN.SZSE.300118,300118,东方日升,2010-09-02,2200-01-01,STOCK,,,,2010-09-02,2200-01-01
4164,S.CN.SZSE.300119,300119,瑞普生物,2010-09-17,2200-01-01,STOCK,,,,2010-09-17,2200-01-01
4165,S.CN.SZSE.300120,300120,经纬辉开,2010-09-17,2200-01-01,STOCK,,,,2010-09-17,2200-01-01
4166,S.CN.SZSE.300121,300121,阳谷华泰,2010-09-17,2200-01-01,STOCK,,,,2010-09-17,2200-01-01
4167,S.CN.SZSE.300122,300122,智飞生物,2010-09-28,2200-01-01,STOCK,,,,2010-09-28,2200-01-01
4168,S.CN.SZSE.300123,300123,亚光科技,2010-09-28,2200-01-01,STOCK,,,,2010-09-28,2200-01-01
4169,S.CN.SZSE.300124,300124,汇川技术,2010-09-28,2200-01-01,STOCK,,,,2010-09-28,2200-01-01
4170,S.CN.SZSE.300125,300125,聆达股份,2010-10-13,2200-01-01,STOCK,,,,2010-10-13,2200-01-01
4171,S.CN.SZSE.300126,300126,锐奇股份,2010-10-13,2200-01-01,STOCK,,,,2010-10-13,2200-01-01
4172,S.CN.SZSE.300127,300127,银河磁体,2010-10-13,2200-01-01,STOCK,,,,2010-10-13,2200-01-01
4173,S.CN.SZSE.300128,300128,锦富技术,2010-10-13,2200-01-01,STOCK,,,,2010-10-13,2200-01-01
4174,S.CN.SZSE.300129,300129,泰胜风能,2010-10-19,2200-01-01,STOCK,,,,2010-10-19,2200-01-01
4175,S.CN.SZSE.300130,300130,新国都,2010-10-19,2200-01-01,STOCK,,,,2010-10-19,2200-01-01
4176,S.CN.SZSE.300131,300131,英唐智控,2010-10-19,2200-01-01,STOCK,,,,2010-10-19,2200-01-01
4177,S.CN.SZSE.300132,300132,青松股份,2010-10-26,2200-01-01,STOCK,,,,2010-10-26,2200-01-01
4178,S.CN.SZSE.300133,300133,华策影视,2010-10-26,2200-01-01,STOCK,,,,2010-10-26,2200-01-01
4179,S.CN.SZSE.300134,300134,大富科技,2010-10-26,2200-01-01,STOCK,,,,2010-10-26,2200-01-01
4180,S.CN.SZSE.300135,300135,宝利国际,2010-10-26,2200-01-01,STOCK,,,,2010-10-26,2200-01-01
4181,S.CN.SZSE.300136,300136,信维通信,2010-11-05,2200-01-01,STOCK,,,,2010-11-05,2200-01-01
4182,S.CN.SZSE.300137,300137,先河环保,2010-11-05,2200-01-01,STOCK,,,,2010-11-05,2200-01-01
4183,S.CN.SZSE.300138,300138,晨光生物,2010-11-05,2200-01-01,STOCK,,,,2010-11-05,2200-01-01
4184,S.CN.SZSE.300139,300139,晓程科技,2010-11-12,2200-01-01,STOCK,,,,2010-11-12,2200-01-01
4185,S.CN.SZSE.300140,300140,中环装备,2010-11-12,2200-01-01,STOCK,,,,2010-11-12,2200-01-01
4186,S.CN.SZSE.300141,300141,和顺电气,2010-11-12,2200-01-01,STOCK,,,,2010-11-12,2200-01-01
4187,S.CN.SZSE.300142,300142,沃森生物,2010-11-12,2200-01-01,STOCK,,,,2010-11-12,2200-01-01
4188,S.CN.SZSE.300143,300143,盈康生命,2010-12-09,2200-01-01,STOCK,,,,2010-12-09,2200-01-01
4189,S.CN.SZSE.300144,300144,宋城演艺,2010-12-09,2200-01-01,STOCK,,,,2010-12-09,2200-01-01
4190,S.CN.SZSE.300145,300145,中金环境,2010-12-09,2200-01-01,STOCK,,,,2010-12-09,2200-01-01
4191,S.CN.SZSE.300146,300146,汤臣倍健,2010-12-15,2200-01-01,STOCK,,,,2010-12-15,2200-01-01
4192,S.CN.SZSE.300147,300147,香雪制药,2010-12-15,2200-01-01,STOCK,,,,2010-12-15,2200-01-01
4193,S.CN.SZSE.300148,300148,天舟文化,2010-12-15,2200-01-01,STOCK,,,,2010-12-15,2200-01-01
4194,S.CN.SZSE.300149,300149,睿智医药,2010-12-22,2200-01-01,STOCK,,,,2010-12-22,2200-01-01
4195,S.CN.SZSE.300150,300150,世纪瑞尔,2010-12-22,2200-01-01,STOCK,,,,2010-12-22,2200-01-01
4196,S.CN.SZSE.300151,300151,昌红科技,2010-12-22,2200-01-01,STOCK,,,,2010-12-22,2200-01-01
4197,S.CN.SZSE.300152,300152,科融环境,2010-12-29,2200-01-01,STOCK,,,,2010-12-29,2200-01-01
4198,S.CN.SZSE.300153,300153,科泰电源,2010-12-29,2200-01-01,STOCK,,,,2010-12-29,2200-01-01
4199,S.CN.SZSE.300154,300154,瑞凌股份,2010-12-29,2200-01-01,STOCK,,,,2010-12-29,2200-01-01
4200,S.CN.SZSE.300155,300155,安居宝,2011-01-07,2200-01-01,STOCK,,,,2011-01-07,2200-01-01
4201,S.CN.SZSE.300156,300156,神雾退,2011-01-07,2020-08-25,STOCK,,,,2011-01-07,2020-08-25
4202,S.CN.SZSE.300157,300157,恒泰艾普,2011-01-07,2200-01-01,STOCK,,,,2011-01-07,2200-01-01
4203,S.CN.SZSE.300158,300158,振东制药,2011-01-07,2200-01-01,STOCK,,,,2011-01-07,2200-01-01
4204,S.CN.SZSE.300159,300159,新研股份,2011-01-07,2200-01-01,STOCK,,,,2011-01-07,2200-01-01
4205,S.CN.SZSE.300160,300160,秀强股份,2011-01-13,2200-01-01,STOCK,,,,2011-01-13,2200-01-01
4206,S.CN.SZSE.300161,300161,华中数控,2011-01-13,2200-01-01,STOCK,,,,2011-01-13,2200-01-01
4207,S.CN.SZSE.300162,300162,雷曼光电,2011-01-13,2200-01-01,STOCK,,,,2011-01-13,2200-01-01
4208,S.CN.SZSE.300163,300163,先锋新材,2011-01-13,2200-01-01,STOCK,,,,2011-01-13,2200-01-01
4209,S.CN.SZSE.300164,300164,通源石油,2011-01-13,2200-01-01,STOCK,,,,2011-01-13,2200-01-01
4210,S.CN.SZSE.300165,300165,天瑞仪器,2011-01-25,2200-01-01,STOCK,,,,2011-01-25,2200-01-01
4211,S.CN.SZSE.300166,300166,东方国信,2011-01-25,2200-01-01,STOCK,,,,2011-01-25,2200-01-01
4212,S.CN.SZSE.300167,300167,迪威迅,2011-01-25,2200-01-01,STOCK,,,,2011-01-25,2200-01-01
4213,S.CN.SZSE.300168,300168,万达信息,2011-01-25,2200-01-01,STOCK,,,,2011-01-25,2200-01-01
4214,S.CN.SZSE.300169,300169,天晟新材,2011-01-25,2200-01-01,STOCK,,,,2011-01-25,2200-01-01
4215,S.CN.SZSE.300170,300170,汉得信息,2011-02-01,2200-01-01,STOCK,,,,2011-02-01,2200-01-01
4216,S.CN.SZSE.300171,300171,东富龙,2011-02-01,2200-01-01,STOCK,,,,2011-02-01,2200-01-01
4217,S.CN.SZSE.300172,300172,中电环保,2011-02-01,2200-01-01,STOCK,,,,2011-02-01,2200-01-01
4218,S.CN.SZSE.300173,300173,福能东方,2011-02-01,2200-01-01,STOCK,,,,2011-02-01,2200-01-01
4219,S.CN.SZSE.300174,300174,元力股份,2011-02-01,2200-01-01,STOCK,,,,2011-02-01,2200-01-01
4220,S.CN.SZSE.300175,300175,朗源股份,2011-02-15,2200-01-01,STOCK,,,,2011-02-15,2200-01-01
4221,S.CN.SZSE.300176,300176,派生科技,2011-02-15,2200-01-01,STOCK,,,,2011-02-15,2200-01-01
4222,S.CN.SZSE.300177,300177,中海达,2011-02-15,2200-01-01,STOCK,,,,2011-02-15,2200-01-01
4224,S.CN.SZSE.300179,300179,四方达,2011-02-15,2200-01-01,STOCK,,,,2011-02-15,2200-01-01
4225,S.CN.SZSE.300180,300180,华峰超纤,2011-02-22,2200-01-01,STOCK,,,,2011-02-22,2200-01-01
4226,S.CN.SZSE.300181,300181,佐力药业,2011-02-22,2200-01-01,STOCK,,,,2011-02-22,2200-01-01
4227,S.CN.SZSE.300182,300182,捷成股份,2011-02-22,2200-01-01,STOCK,,,,2011-02-22,2200-01-01
4228,S.CN.SZSE.300183,300183,东软载波,2011-02-22,2200-01-01,STOCK,,,,2011-02-22,2200-01-01
4229,S.CN.SZSE.300184,300184,力源信息,2011-02-22,2200-01-01,STOCK,,,,2011-02-22,2200-01-01
4230,S.CN.SZSE.300185,300185,通裕重工,2011-03-08,2200-01-01,STOCK,,,,2011-03-08,2200-01-01
4231,S.CN.SZSE.300186,300186,大华农,2011-03-08,2015-11-02,STOCK,,,,2011-03-08,2015-11-02
4232,S.CN.SZSE.300187,300187,永清环保,2011-03-08,2200-01-01,STOCK,,,,2011-03-08,2200-01-01
4233,S.CN.SZSE.300188,300188,美亚柏科,2011-03-16,2200-01-01,STOCK,,,,2011-03-16,2200-01-01
4234,S.CN.SZSE.300189,300189,神农科技,2011-03-16,2200-01-01,STOCK,,,,2011-03-16,2200-01-01
4235,S.CN.SZSE.300190,300190,维尔利,2011-03-16,2200-01-01,STOCK,,,,2011-03-16,2200-01-01
4236,S.CN.SZSE.300191,300191,潜能恒信,2011-03-16,2200-01-01,STOCK,,,,2011-03-16,2200-01-01
4237,S.CN.SZSE.300192,300192,科德教育,2011-03-22,2200-01-01,STOCK,,,,2011-03-22,2200-01-01
4238,S.CN.SZSE.300193,300193,佳士科技,2011-03-22,2200-01-01,STOCK,,,,2011-03-22,2200-01-01
4239,S.CN.SZSE.300194,300194,福安药业,2011-03-22,2200-01-01,STOCK,,,,2011-03-22,2200-01-01
4240,S.CN.SZSE.300195,300195,长荣股份,2011-03-29,2200-01-01,STOCK,,,,2011-03-29,2200-01-01
4241,S.CN.SZSE.300196,300196,长海股份,2011-03-29,2200-01-01,STOCK,,,,2011-03-29,2200-01-01
4242,S.CN.SZSE.300197,300197,节能铁汉,2011-03-29,2200-01-01,STOCK,,,,2011-03-29,2200-01-01
4243,S.CN.SZSE.300198,300198,纳川股份,2011-04-07,2200-01-01,STOCK,,,,2011-04-07,2200-01-01
4244,S.CN.SZSE.300199,300199,翰宇药业,2011-04-07,2200-01-01,STOCK,,,,2011-04-07,2200-01-01
4245,S.CN.SZSE.300200,300200,高盟新材,2011-04-07,2200-01-01,STOCK,,,,2011-04-07,2200-01-01
4246,S.CN.SZSE.300201,300201,海伦哲,2011-04-07,2200-01-01,STOCK,,,,2011-04-07,2200-01-01
4248,S.CN.SZSE.300203,300203,聚光科技,2011-04-15,2200-01-01,STOCK,,,,2011-04-15,2200-01-01
4249,S.CN.SZSE.300204,300204,舒泰神,2011-04-15,2200-01-01,STOCK,,,,2011-04-15,2200-01-01
4250,S.CN.SZSE.300205,300205,天喻信息,2011-04-21,2200-01-01,STOCK,,,,2011-04-21,2200-01-01
4251,S.CN.SZSE.300206,300206,理邦仪器,2011-04-21,2200-01-01,STOCK,,,,2011-04-21,2200-01-01
4252,S.CN.SZSE.300207,300207,欣旺达,2011-04-21,2200-01-01,STOCK,,,,2011-04-21,2200-01-01
4253,S.CN.SZSE.300208,300208,青岛中程,2011-04-26,2200-01-01,STOCK,,,,2011-04-26,2200-01-01
4254,S.CN.SZSE.300209,300209,天泽信息,2011-04-26,2200-01-01,STOCK,,,,2011-04-26,2200-01-01
4255,S.CN.SZSE.300210,300210,森远股份,2011-04-26,2200-01-01,STOCK,,,,2011-04-26,2200-01-01
4256,S.CN.SZSE.300211,300211,亿通科技,2011-05-05,2200-01-01,STOCK,,,,2011-05-05,2200-01-01
4257,S.CN.SZSE.300212,300212,易华录,2011-05-05,2200-01-01,STOCK,,,,2011-05-05,2200-01-01
4258,S.CN.SZSE.300213,300213,佳讯飞鸿,2011-05-05,2200-01-01,STOCK,,,,2011-05-05,2200-01-01
4259,S.CN.SZSE.300214,300214,日科化学,2011-05-11,2200-01-01,STOCK,,,,2011-05-11,2200-01-01
4260,S.CN.SZSE.300215,300215,电科院,2011-05-11,2200-01-01,STOCK,,,,2011-05-11,2200-01-01
4261,S.CN.SZSE.300216,300216,千山退,2011-05-11,2020-09-15,STOCK,,,,2011-05-11,2020-09-15
4262,S.CN.SZSE.300217,300217,东方电热,2011-05-18,2200-01-01,STOCK,,,,2011-05-18,2200-01-01
4263,S.CN.SZSE.300218,300218,安利股份,2011-05-18,2200-01-01,STOCK,,,,2011-05-18,2200-01-01
4264,S.CN.SZSE.300219,300219,鸿利智汇,2011-05-18,2200-01-01,STOCK,,,,2011-05-18,2200-01-01
4265,S.CN.SZSE.300220,300220,金运激光,2011-05-25,2200-01-01,STOCK,,,,2011-05-25,2200-01-01
4266,S.CN.SZSE.300221,300221,银禧科技,2011-05-25,2200-01-01,STOCK,,,,2011-05-25,2200-01-01
4267,S.CN.SZSE.300222,300222,科大智能,2011-05-25,2200-01-01,STOCK,,,,2011-05-25,2200-01-01
4268,S.CN.SZSE.300223,300223,北京君正,2011-05-31,2200-01-01,STOCK,,,,2011-05-31,2200-01-01
4269,S.CN.SZSE.300224,300224,正海磁材,2011-05-31,2200-01-01,STOCK,,,,2011-05-31,2200-01-01
4270,S.CN.SZSE.300225,300225,金力泰,2011-05-31,2200-01-01,STOCK,,,,2011-05-31,2200-01-01
4271,S.CN.SZSE.300226,300226,上海钢联,2011-06-08,2200-01-01,STOCK,,,,2011-06-08,2200-01-01
4272,S.CN.SZSE.300227,300227,光韵达,2011-06-08,2200-01-01,STOCK,,,,2011-06-08,2200-01-01
4273,S.CN.SZSE.300228,300228,富瑞特装,2011-06-08,2200-01-01,STOCK,,,,2011-06-08,2200-01-01
4274,S.CN.SZSE.300229,300229,拓尔思,2011-06-15,2200-01-01,STOCK,,,,2011-06-15,2200-01-01
4275,S.CN.SZSE.300230,300230,永利股份,2011-06-15,2200-01-01,STOCK,,,,2011-06-15,2200-01-01
4276,S.CN.SZSE.300231,300231,银信科技,2011-06-15,2200-01-01,STOCK,,,,2011-06-15,2200-01-01
4277,S.CN.SZSE.300232,300232,洲明科技,2011-06-22,2200-01-01,STOCK,,,,2011-06-22,2200-01-01
4278,S.CN.SZSE.300233,300233,金城医药,2011-06-22,2200-01-01,STOCK,,,,2011-06-22,2200-01-01
4279,S.CN.SZSE.300234,300234,开尔新材,2011-06-22,2200-01-01,STOCK,,,,2011-06-22,2200-01-01
4280,S.CN.SZSE.300235,300235,方直科技,2011-06-29,2200-01-01,STOCK,,,,2011-06-29,2200-01-01
4281,S.CN.SZSE.300236,300236,上海新阳,2011-06-29,2200-01-01,STOCK,,,,2011-06-29,2200-01-01
4282,S.CN.SZSE.300237,300237,美晨生态,2011-06-29,2200-01-01,STOCK,,,,2011-06-29,2200-01-01
4283,S.CN.SZSE.300238,300238,冠昊生物,2011-07-06,2200-01-01,STOCK,,,,2011-07-06,2200-01-01
